Data;Cidade;UF;Vendedor;Salario;Veículo;Preço
11/ago/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;39072
09/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;15701
09/ago/20;Americana;SP;Gilberto Fernandes;2250;Gol;45833
09/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;58488
09/ago/20;Americana;SP;Gilberto Fernandes;2250;Uno;29940
09/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;48203
09/ago/20;Americana;SP;Gilberto Fernandes;2250;Polo;12614
09/ago/20;Americana;SP;Gilberto Fernandes;2250;Uno;50648
09/ago/20;Americana;SP;Gilberto Fernandes;2250;Uno;28907
09/ago/20;Americana;SP;Gilberto Fernandes;2250;Ka;16692
15/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;30115
15/ago/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;36325
15/ago/20;Americana;SP;Gilberto Fernandes;2250;Cruze;50759
15/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;54395
22/ago/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;18916
22/ago/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;43966
22/ago/20;Americana;SP;Gilberto Fernandes;2250;Cruze;56653
08/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;21858
08/ago/20;Americana;SP;Gilberto Fernandes;2250;Uno;47690
08/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;44038
08/ago/20;Americana;SP;Gilberto Fernandes;2250;Polo;57352
08/ago/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;50610
08/ago/20;Americana;SP;Gilberto Fernandes;2250;Gol;16702
08/ago/20;Americana;SP;Gilberto Fernandes;2250;Ka;38159
08/ago/20;Americana;SP;Gilberto Fernandes;2250;Ka;14226
08/ago/20;Americana;SP;Gilberto Fernandes;2250;Gol;22903
22/ago/20;Americana;SP;Gilberto Fernandes;2250;Logan;45855
22/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;33483
22/ago/20;Americana;SP;Gilberto Fernandes;2250;Polo;35881
22/ago/20;Americana;SP;Gilberto Fernandes;2250;Polo;38185
22/ago/20;Americana;SP;Gilberto Fernandes;2250;Gol;16535
22/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;46424
22/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;36538
22/ago/20;Americana;SP;Gilberto Fernandes;2250;Gol;58959
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;11123
17/ago/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;19353
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Uno;45402
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Logan;51245
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Gol;59307
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Cruze;59696
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Cruze;54220
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Corola;29279
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;39954
27/ago/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;46223
27/ago/20;Americana;SP;Gilberto Fernandes;2250;Cruze;36519
27/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;57138
27/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;39946
27/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;42307
02/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;52784
02/ago/20;Americana;SP;Gilberto Fernandes;2250;Corola;51803
02/ago/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;57919
02/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;16065
02/ago/20;Americana;SP;Gilberto Fernandes;2250;Uno;40343
02/ago/20;Americana;SP;Gilberto Fernandes;2250;Logan;54785
02/ago/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;42233
21/ago/20;Americana;SP;Gilberto Fernandes;2250;Corola;22370
21/ago/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;49791
18/ago/20;Americana;SP;Gilberto Fernandes;2250;Polo;13765
18/ago/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;52841
18/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;22174
18/ago/20;Americana;SP;Gilberto Fernandes;2250;Ka;34756
18/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;46281
18/ago/20;Americana;SP;Gilberto Fernandes;2250;Polo;34955
18/ago/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;17307
18/ago/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;55490
18/ago/20;Americana;SP;Gilberto Fernandes;2250;Cruze;12141
18/ago/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;49970
09/ago/20;Americana;SP;Gilberto Fernandes;2250;Ka;21749
09/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;55471
09/ago/20;Americana;SP;Gilberto Fernandes;2250;Gol;46527
09/ago/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;57293
09/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;30355
09/ago/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;48058
09/ago/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;51925
09/ago/20;Americana;SP;Gilberto Fernandes;2250;Cruze;10597
09/ago/20;Americana;SP;Gilberto Fernandes;2250;Uno;45436
14/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;55793
20/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;54516
20/ago/20;Americana;SP;Gilberto Fernandes;2250;Polo;20675
20/ago/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;25471
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Cruze;13515
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;24665
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Gol;29195
17/ago/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;31764
17/ago/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;56178
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Corola;10592
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Cruze;12945
17/ago/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;35774
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Uno;24677
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Polo;28806
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Uno;32632
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;29201
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Gol;13184
17/ago/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;43753
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Corola;25487
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Corola;36830
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Polo;42229
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Cruze;19957
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;51282
17/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;55063
18/ago/20;Americana;SP;Gilberto Fernandes;2250;Gol;37814
18/ago/20;Americana;SP;Gilberto Fernandes;2250;Gol;18387
18/ago/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;43218
18/ago/20;Americana;SP;Gilberto Fernandes;2250;Polo;23318
18/ago/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;25463
18/ago/20;Americana;SP;Gilberto Fernandes;2250;Corola;28963
18/ago/20;Americana;SP;Gilberto Fernandes;2250;Ka;54489
18/ago/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;37049
18/ago/20;Americana;SP;Gilberto Fernandes;2250;Cruze;20474
18/ago/20;Americana;SP;Gilberto Fernandes;2250;Ka;41086
27/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;16257
27/ago/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;34607
27/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;17546
04/ago/20;Americana;SP;Gilberto Fernandes;2250;Logan;23139
04/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;51532
04/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;28114
04/ago/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;52283
04/ago/20;Americana;SP;Gilberto Fernandes;2250;Uno;37475
04/ago/20;Americana;SP;Gilberto Fernandes;2250;Corola;36347
04/ago/20;Americana;SP;Gilberto Fernandes;2250;Cruze;31659
04/ago/20;Americana;SP;Gilberto Fernandes;2250;Corola;33883
04/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;32146
04/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;55542
04/ago/20;Americana;SP;Gilberto Fernandes;2250;Uno;35364
04/ago/20;Americana;SP;Gilberto Fernandes;2250;Ka;57321
04/ago/20;Americana;SP;Gilberto Fernandes;2250;Gol;11148
04/ago/20;Americana;SP;Gilberto Fernandes;2250;Ka;25232
04/ago/20;Americana;SP;Gilberto Fernandes;2250;Polo;53672
04/ago/20;Americana;SP;Gilberto Fernandes;2250;Corola;31979
04/ago/20;Americana;SP;Gilberto Fernandes;2250;Ka;19146
04/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;17691
04/ago/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;27166
04/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;30696
22/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;14391
22/ago/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;47527
22/ago/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;46063
22/ago/20;Americana;SP;Gilberto Fernandes;2250;Uno;53575
22/ago/20;Americana;SP;Gilberto Fernandes;2250;Ka;55485
22/ago/20;Americana;SP;Gilberto Fernandes;2250;Uno;45976
22/ago/20;Americana;SP;Gilberto Fernandes;2250;Civic;30788
07/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;47754
07/ago/20;Americana;SP;Gilberto Fernandes;2250;Logan;20757
07/ago/20;Americana;SP;Gilberto Fernandes;2250;Gol;37116
07/ago/20;Americana;SP;Gilberto Fernandes;2250;Pálio;24233
19/ago/20;Americana;SP;Gilberto Fernandes;2250;Uno;43172
09/set/20;Americana;SP;Gilberto Fernandes;2250;Corola;45313
09/set/20;Americana;SP;Gilberto Fernandes;2250;Gol;37970
09/set/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;10006
09/set/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;27609
09/set/20;Americana;SP;Gilberto Fernandes;2250;Logan;45513
09/set/20;Americana;SP;Gilberto Fernandes;2250;Ka;19216
09/set/20;Americana;SP;Gilberto Fernandes;2250;Corola;38007
15/set/20;Americana;SP;Gilberto Fernandes;2250;Pálio;38738
15/set/20;Americana;SP;Gilberto Fernandes;2250;Logan;44433
15/set/20;Americana;SP;Gilberto Fernandes;2250;Gol;34602
15/set/20;Americana;SP;Gilberto Fernandes;2250;Logan;25791
15/set/20;Americana;SP;Gilberto Fernandes;2250;Uno;35717
15/set/20;Americana;SP;Gilberto Fernandes;2250;Ka;44563
15/set/20;Americana;SP;Gilberto Fernandes;2250;Pálio;25083
15/set/20;Americana;SP;Gilberto Fernandes;2250;Ka;46025
15/set/20;Americana;SP;Gilberto Fernandes;2250;Logan;37607
15/set/20;Americana;SP;Gilberto Fernandes;2250;Ka;48339
15/set/20;Americana;SP;Gilberto Fernandes;2250;Ka;56462
23/set/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;24859
23/set/20;Americana;SP;Gilberto Fernandes;2250;Pálio;39520
23/set/20;Americana;SP;Gilberto Fernandes;2250;Corola;51188
23/set/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;31533
23/set/20;Americana;SP;Gilberto Fernandes;2250;Cruze;59574
23/set/20;Americana;SP;Gilberto Fernandes;2250;Corola;15558
23/set/20;Americana;SP;Gilberto Fernandes;2250;Polo;33134
23/set/20;Americana;SP;Gilberto Fernandes;2250;Cruze;15010
13/set/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;22339
13/set/20;Americana;SP;Gilberto Fernandes;2250;Civic;34251
13/set/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;53054
13/set/20;Americana;SP;Gilberto Fernandes;2250;Gol;27694
13/set/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;25575
13/set/20;Americana;SP;Gilberto Fernandes;2250;Uno;39616
13/set/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;12080
13/set/20;Americana;SP;Gilberto Fernandes;2250;Gol;16961
13/set/20;Americana;SP;Gilberto Fernandes;2250;Logan;47322
13/set/20;Americana;SP;Gilberto Fernandes;2250;Cruze;33125
04/set/20;Americana;SP;Gilberto Fernandes;2250;Corola;42482
04/set/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;29123
06/set/20;Americana;SP;Gilberto Fernandes;2250;Pálio;35887
06/set/20;Americana;SP;Gilberto Fernandes;2250;Gol;54241
22/set/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;14099
22/set/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;44048
22/set/20;Americana;SP;Gilberto Fernandes;2250;Gol;25068
22/set/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;41785
22/set/20;Americana;SP;Gilberto Fernandes;2250;Civic;26764
22/set/20;Americana;SP;Gilberto Fernandes;2250;Polo;38766
22/set/20;Americana;SP;Gilberto Fernandes;2250;Uno;11562
22/set/20;Americana;SP;Gilberto Fernandes;2250;Ka;34179
22/set/20;Americana;SP;Gilberto Fernandes;2250;Cruze;43138
14/set/20;Americana;SP;Gilberto Fernandes;2250;Logan;18144
14/set/20;Americana;SP;Gilberto Fernandes;2250;Ka;30614
14/set/20;Americana;SP;Gilberto Fernandes;2250;Civic;57253
14/set/20;Americana;SP;Gilberto Fernandes;2250;Ka;34805
14/set/20;Americana;SP;Gilberto Fernandes;2250;Logan;11955
14/set/20;Americana;SP;Gilberto Fernandes;2250;Gol;47661
14/set/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;15056
14/set/20;Americana;SP;Gilberto Fernandes;2250;Polo;47638
14/set/20;Americana;SP;Gilberto Fernandes;2250;Polo;39364
14/set/20;Americana;SP;Gilberto Fernandes;2250;Uno;37883
10/set/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;43206
10/set/20;Americana;SP;Gilberto Fernandes;2250;Polo;17505
10/set/20;Americana;SP;Gilberto Fernandes;2250;Polo;18864
10/set/20;Americana;SP;Gilberto Fernandes;2250;Cruze;40557
10/set/20;Americana;SP;Gilberto Fernandes;2250;Corola;15702
10/set/20;Americana;SP;Gilberto Fernandes;2250;Gol;12142
10/set/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;29940
10/set/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;10248
20/set/20;Americana;SP;Gilberto Fernandes;2250;Uno;15128
20/set/20;Americana;SP;Gilberto Fernandes;2250;Corola;14747
20/set/20;Americana;SP;Gilberto Fernandes;2250;Gol;55707
20/set/20;Americana;SP;Gilberto Fernandes;2250;Logan;57507
20/set/20;Americana;SP;Gilberto Fernandes;2250;Ka;14093
20/set/20;Americana;SP;Gilberto Fernandes;2250;Logan;52081
20/set/20;Americana;SP;Gilberto Fernandes;2250;Logan;22622
26/set/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;57845
26/set/20;Americana;SP;Gilberto Fernandes;2250;Corola;28882
26/set/20;Americana;SP;Gilberto Fernandes;2250;Pálio;33277
26/set/20;Americana;SP;Gilberto Fernandes;2250;Pálio;56609
26/set/20;Americana;SP;Gilberto Fernandes;2250;Cruze;28006
26/set/20;Americana;SP;Gilberto Fernandes;2250;Uno;54012
26/set/20;Americana;SP;Gilberto Fernandes;2250;Civic;45693
14/set/20;Americana;SP;Gilberto Fernandes;2250;Polo;53608
14/set/20;Americana;SP;Gilberto Fernandes;2250;Pálio;52380
20/set/20;Americana;SP;Gilberto Fernandes;2250;Logan;16063
20/set/20;Americana;SP;Gilberto Fernandes;2250;Ka;14177
06/set/20;Americana;SP;Gilberto Fernandes;2250;Logan;23184
06/set/20;Americana;SP;Gilberto Fernandes;2250;Gol;26281
06/set/20;Americana;SP;Gilberto Fernandes;2250;Logan;20900
06/set/20;Americana;SP;Gilberto Fernandes;2250;Civic;38736
06/set/20;Americana;SP;Gilberto Fernandes;2250;Polo;42165
21/out/20;Americana;SP;Gilberto Fernandes;2250;Logan;48507
21/out/20;Americana;SP;Gilberto Fernandes;2250;Gol;49812
21/out/20;Americana;SP;Gilberto Fernandes;2250;Logan;43819
21/out/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;34836
21/out/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;37848
21/out/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;27178
11/out/20;Americana;SP;Gilberto Fernandes;2250;Logan;10919
11/out/20;Americana;SP;Gilberto Fernandes;2250;Cruze;27138
24/out/20;Americana;SP;Gilberto Fernandes;2250;Logan;10530
17/out/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;31959
17/out/20;Americana;SP;Gilberto Fernandes;2250;Cruze;36155
17/out/20;Americana;SP;Gilberto Fernandes;2250;Cruze;17139
17/out/20;Americana;SP;Gilberto Fernandes;2250;Uno;59397
17/out/20;Americana;SP;Gilberto Fernandes;2250;Ka;53121
01/out/20;Americana;SP;Gilberto Fernandes;2250;Corola;19761
01/out/20;Americana;SP;Gilberto Fernandes;2250;Corola;24941
01/out/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;18006
01/out/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;55855
01/out/20;Americana;SP;Gilberto Fernandes;2250;Ka;46098
01/out/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;16841
01/out/20;Americana;SP;Gilberto Fernandes;2250;Civic;54720
01/out/20;Americana;SP;Gilberto Fernandes;2250;Polo;46838
01/out/20;Americana;SP;Gilberto Fernandes;2250;Cruze;27739
01/out/20;Americana;SP;Gilberto Fernandes;2250;Logan;45231
01/out/20;Americana;SP;Gilberto Fernandes;2250;Civic;22535
25/out/20;Americana;SP;Gilberto Fernandes;2250;Gol;34258
25/out/20;Americana;SP;Gilberto Fernandes;2250;Uno;58000
25/out/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;52387
25/out/20;Americana;SP;Gilberto Fernandes;2250;Uno;56200
25/out/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;57247
25/out/20;Americana;SP;Gilberto Fernandes;2250;Uno;48581
25/out/20;Americana;SP;Gilberto Fernandes;2250;Logan;49132
06/out/20;Americana;SP;Gilberto Fernandes;2250;Uno;37843
06/out/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;18386
06/out/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;19872
06/out/20;Americana;SP;Gilberto Fernandes;2250;Logan;15781
06/out/20;Americana;SP;Gilberto Fernandes;2250;Gol;31666
06/out/20;Americana;SP;Gilberto Fernandes;2250;Corola;12555
06/out/20;Americana;SP;Gilberto Fernandes;2250;Gol;30721
06/out/20;Americana;SP;Gilberto Fernandes;2250;Cruze;19914
06/out/20;Americana;SP;Gilberto Fernandes;2250;Ka;32180
04/out/20;Americana;SP;Gilberto Fernandes;2250;Pálio;37294
04/out/20;Americana;SP;Gilberto Fernandes;2250;Pálio;31693
04/out/20;Americana;SP;Gilberto Fernandes;2250;Pálio;10280
04/out/20;Americana;SP;Gilberto Fernandes;2250;Corola;15587
04/out/20;Americana;SP;Gilberto Fernandes;2250;Ka;14272
04/out/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;49488
04/out/20;Americana;SP;Gilberto Fernandes;2250;Ka;49057
09/out/20;Americana;SP;Gilberto Fernandes;2250;Corola;32493
09/out/20;Americana;SP;Gilberto Fernandes;2250;Logan;51897
09/out/20;Americana;SP;Gilberto Fernandes;2250;Logan;16312
09/out/20;Americana;SP;Gilberto Fernandes;2250;Ka;22189
09/out/20;Americana;SP;Gilberto Fernandes;2250;Civic;45816
09/out/20;Americana;SP;Gilberto Fernandes;2250;Logan;20356
09/out/20;Americana;SP;Gilberto Fernandes;2250;Cruze;58948
09/out/20;Americana;SP;Gilberto Fernandes;2250;Corola;54844
25/nov/20;Americana;SP;Gilberto Fernandes;2250;Gol;39301
25/nov/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;26273
17/nov/20;Americana;SP;Gilberto Fernandes;2250;Polo;14044
17/nov/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;10683
17/nov/20;Americana;SP;Gilberto Fernandes;2250;Corola;38719
17/nov/20;Americana;SP;Gilberto Fernandes;2250;Logan;58969
17/nov/20;Americana;SP;Gilberto Fernandes;2250;Gol;51803
17/nov/20;Americana;SP;Gilberto Fernandes;2250;Logan;43705
17/nov/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;52976
28/nov/20;Americana;SP;Gilberto Fernandes;2250;Logan;13268
21/nov/20;Americana;SP;Gilberto Fernandes;2250;Logan;52056
21/nov/20;Americana;SP;Gilberto Fernandes;2250;Polo;42296
21/nov/20;Americana;SP;Gilberto Fernandes;2250;Ka;41616
21/nov/20;Americana;SP;Gilberto Fernandes;2250;Gol;49024
21/nov/20;Americana;SP;Gilberto Fernandes;2250;Polo;42040
21/nov/20;Americana;SP;Gilberto Fernandes;2250;Corola;15286
21/nov/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;56239
21/nov/20;Americana;SP;Gilberto Fernandes;2250;Uno;49957
21/nov/20;Americana;SP;Gilberto Fernandes;2250;Civic;34965
21/nov/20;Americana;SP;Gilberto Fernandes;2250;Logan;39835
13/nov/20;Americana;SP;Gilberto Fernandes;2250;Corola;19692
13/nov/20;Americana;SP;Gilberto Fernandes;2250;Gol;49829
13/nov/20;Americana;SP;Gilberto Fernandes;2250;Ka;50374
13/nov/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;42029
20/nov/20;Americana;SP;Gilberto Fernandes;2250;Gol;17741
20/nov/20;Americana;SP;Gilberto Fernandes;2250;Ka;32655
20/nov/20;Americana;SP;Gilberto Fernandes;2250;Cruze;33523
20/nov/20;Americana;SP;Gilberto Fernandes;2250;Gol;39044
20/nov/20;Americana;SP;Gilberto Fernandes;2250;Ka;52281
20/nov/20;Americana;SP;Gilberto Fernandes;2250;Logan;31108
20/nov/20;Americana;SP;Gilberto Fernandes;2250;Cruze;49754
20/nov/20;Americana;SP;Gilberto Fernandes;2250;Pálio;28005
20/nov/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;20803
20/nov/20;Americana;SP;Gilberto Fernandes;2250;Cruze;47800
20/nov/20;Americana;SP;Gilberto Fernandes;2250;Corola;45074
13/nov/20;Americana;SP;Gilberto Fernandes;2250;Cruze;53524
07/nov/20;Americana;SP;Gilberto Fernandes;2250;Uno;41614
07/nov/20;Americana;SP;Gilberto Fernandes;2250;Logan;56856
07/nov/20;Americana;SP;Gilberto Fernandes;2250;EcoSport;50087
07/nov/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;48531
07/nov/20;Americana;SP;Gilberto Fernandes;2250;Cruze;32809
12/nov/20;Americana;SP;Gilberto Fernandes;2250;Civic;31942
12/nov/20;Americana;SP;Gilberto Fernandes;2250;Polo;48373
12/nov/20;Americana;SP;Gilberto Fernandes;2250;Gol;27150
12/nov/20;Americana;SP;Gilberto Fernandes;2250;Polo;41894
12/nov/20;Americana;SP;Gilberto Fernandes;2250;Fiesta;17355
12/nov/20;Americana;SP;Gilberto Fernandes;2250;Corola;45172
12/nov/20;Americana;SP;Gilberto Fernandes;2250;Pálio;21790
12/nov/20;Americana;SP;Gilberto Fernandes;2250;Gol;42695
12/nov/20;Americana;SP;Gilberto Fernandes;2250;Pálio;54666
12/nov/20;Americana;SP;Gilberto Fernandes;2250;Corola;20176
22/jan/20;Americana;SP;Bento Martins;2050;EcoSport;39629
22/jan/20;Americana;SP;Bento Martins;2050;Pálio;28061
22/jan/20;Americana;SP;Bento Martins;2050;Corola;13223
22/jan/20;Americana;SP;Bento Martins;2050;Cruze;35603
12/jan/20;Americana;SP;Bento Martins;2050;Corola;40430
12/jan/20;Americana;SP;Bento Martins;2050;EcoSport;38534
12/jan/20;Americana;SP;Bento Martins;2050;Civic;49995
12/jan/20;Americana;SP;Bento Martins;2050;Corola;13852
12/jan/20;Americana;SP;Bento Martins;2050;Logan;41870
12/jan/20;Americana;SP;Bento Martins;2050;Logan;29504
12/jan/20;Americana;SP;Bento Martins;2050;EcoSport;34012
12/jan/20;Americana;SP;Bento Martins;2050;Civic;36782
12/jan/20;Americana;SP;Bento Martins;2050;Logan;33256
12/jan/20;Americana;SP;Bento Martins;2050;Gol;46792
12/jan/20;Americana;SP;Bento Martins;2050;Fiesta;42917
15/jan/20;Americana;SP;Bento Martins;2050;Pálio;50772
15/jan/20;Americana;SP;Bento Martins;2050;Fiesta;42599
15/jan/20;Americana;SP;Bento Martins;2050;Corola;43986
15/jan/20;Americana;SP;Bento Martins;2050;Ka;59557
15/jan/20;Americana;SP;Bento Martins;2050;Ka;19392
15/jan/20;Americana;SP;Bento Martins;2050;Pálio;18094
15/jan/20;Americana;SP;Bento Martins;2050;Uno;41111
15/jan/20;Americana;SP;Bento Martins;2050;Polo;58442
04/jan/20;Americana;SP;Bento Martins;2050;Corola;28094
11/jan/20;Americana;SP;Bento Martins;2050;Logan;44121
11/jan/20;Americana;SP;Bento Martins;2050;Cruze;54481
11/jan/20;Americana;SP;Bento Martins;2050;Uno;25071
11/jan/20;Americana;SP;Bento Martins;2050;Logan;12993
11/jan/20;Americana;SP;Bento Martins;2050;Uno;28813
11/jan/20;Americana;SP;Bento Martins;2050;Gol;28322
11/jan/20;Americana;SP;Bento Martins;2050;Fiesta;43496
11/jan/20;Americana;SP;Bento Martins;2050;Fiesta;18974
03/jan/20;Americana;SP;Bento Martins;2050;Corola;25699
05/jan/20;Americana;SP;Bento Martins;2050;Pálio;14952
05/jan/20;Americana;SP;Bento Martins;2050;Polo;10259
05/jan/20;Americana;SP;Bento Martins;2050;Cruze;46838
05/jan/20;Americana;SP;Bento Martins;2050;Fiesta;16267
05/jan/20;Americana;SP;Bento Martins;2050;Civic;41643
05/jan/20;Americana;SP;Bento Martins;2050;Polo;54600
12/jan/20;Americana;SP;Bento Martins;2050;Corola;16031
01/jan/20;Americana;SP;Bento Martins;2050;Civic;10689
01/jan/20;Americana;SP;Bento Martins;2050;Corola;51642
27/jan/20;Americana;SP;Bento Martins;2050;Civic;57686
27/jan/20;Americana;SP;Bento Martins;2050;Gol;48173
27/jan/20;Americana;SP;Bento Martins;2050;EcoSport;24848
27/jan/20;Americana;SP;Bento Martins;2050;EcoSport;33262
27/jan/20;Americana;SP;Bento Martins;2050;Pálio;39762
27/jan/20;Americana;SP;Bento Martins;2050;Logan;55045
02/jan/20;Americana;SP;Bento Martins;2050;Uno;23218
02/jan/20;Americana;SP;Bento Martins;2050;Civic;23811
02/jan/20;Americana;SP;Bento Martins;2050;Civic;31905
02/jan/20;Americana;SP;Bento Martins;2050;Corola;41581
02/jan/20;Americana;SP;Bento Martins;2050;Cruze;12219
02/jan/20;Americana;SP;Bento Martins;2050;EcoSport;22632
02/jan/20;Americana;SP;Bento Martins;2050;Uno;18373
02/jan/20;Americana;SP;Bento Martins;2050;Pálio;47998
02/jan/20;Americana;SP;Bento Martins;2050;Polo;13616
27/jan/20;Americana;SP;Bento Martins;2050;Gol;55013
27/jan/20;Americana;SP;Bento Martins;2050;Pálio;21675
27/jan/20;Americana;SP;Bento Martins;2050;Uno;15998
27/jan/20;Americana;SP;Bento Martins;2050;EcoSport;48963
